Sample	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	D.treeLikelihood
100000	-4959.682003249713	-4920.663798467743	-39.01820478196999	137.4970832051184	13.468651640670636	1.3068150381221209	1.5081423635730862	53.93390875579977	-4920.663798467743
101000	-4951.275193560714	-4921.472735645892	-29.802457914822213	165.1041180566554	13.10086949099666	1.3220027458585644	1.5284225261097126	55.325777983092934	-4921.472735645892
102000	-4966.924820424858	-4917.606615568573	-49.31820485628501	89.93144518732745	13.198839672305809	1.342165492934411	1.5387076728913365	53.81894533241315	-4917.606615568573
103000	-4954.457393839011	-4912.312387441806	-42.14500639720478	177.624249287646	15.304341596295021	1.3962863565089085	1.5808472510134168	56.73970430949641	-4912.312387441806
104000	-4940.936736984381	-4914.943127980948	-25.993609003433654	164.18370451589843	15.413805264123795	1.3912200538600514	1.5698236240686174	56.93694735571101	-4914.943127980948
105000	-4956.21438067082	-4926.685353326575	-29.529027344245584	143.5265163621997	15.28176420417466	1.389055516463329	1.5712528687374554	56.33879086180558	-4926.685353326575
106000	-4984.267202863065	-4923.8854791696795	-60.381723693385524	87.89586272552478	14.807310059078144	1.3958026962245742	1.57794067669306	55.25562893524841	-4923.8854791696795
107000	-4962.629320637214	-4926.62401278192	-36.00530785529345	117.46034885782797	15.05215250360958	1.4286433807733383	1.6066708622514623	58.074848996839854	-4926.62401278192
108000	-4957.6903158723	-4916.707020608487	-40.9832952638125	114.14266398552667	14.427588747929116	1.372810417422661	1.558060273199434	55.44947566809127	-4916.707020608487
109000	-4947.11590998021	-4918.560910734132	-28.55499924607717	168.19892849362722	13.753509117647718	1.3294379568503674	1.5281153179847906	54.74366668893726	-4918.560910734132
110000	-4950.333009994487	-4926.807198809165	-23.525811185321906	216.39875276516432	13.942456966070425	1.3333801800310299	1.528217333525196	55.1437425271788	-4926.807198809165
111000	-4961.7674626229655	-4926.448690861919	-35.31877176104583	196.15547171674078	14.802739678341426	1.3948855390632824	1.5795905130809873	57.50635004724296	-4926.448690861919
112000	-4952.568076020163	-4919.331547167829	-33.236528852334295	152.62734921812245	14.414060812261772	1.3620774150630988	1.5512591407641978	55.4785291657319	-4919.331547167829
113000	-4958.945731008293	-4914.932392626166	-44.01333838212684	98.90754878816786	14.379460235123243	1.3900185827303695	1.577235604713604	56.08616655133961	-4914.932392626166
114000	-4957.872216036816	-4916.390096896678	-41.48211914013748	112.30342751199007	14.248101447400964	1.3963689660324754	1.574792291158249	56.08546240364134	-4916.390096896678
115000	-4957.91695532338	-4918.881809438548	-39.03514588483169	115.48046586138197	14.375032496838864	1.4052704228713808	1.5874436303001613	57.686315636175124	-4918.881809438548
